,Title,Certificate,Episode_runtime,Genre,IMDb,Star1,Star2,Star3,Star4,Votes,Start_year,End_year,Series_runtime,New_cert
1728,4 Blocks,NA,60,"Drama, Crime",8.2,Kida Khodr Ramadan,Veysel Gelin,Almila Bagriacik,Sami Nasser,6329,2017,2019.0,3.0,TV-PG
1729,Tales of the City,18,60,Drama,7.4,Laura Linney,Elliot Page,Paul Gross,Murray Bartlett,6327,2019,2019.0,1.0,16
1730,Search Party,NA,24,"Drama, Crime, Comedy",7.7,Alia Shawkat,John Reynolds,John Early,Meredith Hagner,6318,2016,,,TV-MA
1731,Psychoville,NA,30,"Horror, Comedy, Mystery",7.9,Reece Shearsmith,Steve Pemberton,Daniel Kaluuya,Daisy Haggard,6316,2009,2011.0,3.0,TV-MA
1732,The Proud Family,NA,30,"Family, Animation, Comedy",6.4,Kyla Pratt,Tommy Davidson,Jo Marie Payton,Paula Jai Parker,6315,2001,2005.0,5.0,AL
1733,Fear Factor,NA,60,"Reality-TV, Game-Show, Thriller",5.7,Joe Rogan,Meghan Allen,Meg Daleske,Monica Gonzales,6303,2001,2012.0,12.0,TV-PG
1734,Das Boot,NA,60,"Drama, War",7.4,Tom Wlaschiha,Franz Dinda,Leonard Scheicher,Thierry Frémont,6296,2018,,,12
1735,Blood Ties,NA,43,"Fantasy, Drama, Horror",7.2,Christina Cox,Dylan Neal,Kyle Schmid,Gina Holden,6296,2007,2007.0,1.0,16
1736,Made in Abyss,NA,325,"Animation, Drama, Adventure",8.4,Miyu Tomita,Mariya Ise,Luci Christian,Brittany Lauda,6294,2017,,,TV-14
1737,Touched by an Angel,NA,60,"Fantasy, Family, Drama",6.0,Roma Downey,Della Reese,John Dye,Valerie Bertinelli,6282,1994,2003.0,10.0,TV-G
1738,The Bionic Woman,NA,60,"Adventure, Drama, Action",6.7,Lindsay Wagner,Richard Anderson,Martin E. Brooks,Ford Rainey,6281,1976,1978.0,3.0,TV-PG
1739,Seaquest DSV,NA,60,"Family, Adventure, Action",6.7,Jonathan Brandis,Don Franklin,Ted Raimi,Darwin,6275,1993,1996.0,4.0,TV-PG
1740,Tate no Yuusha no Nariagari,NA,24,"Animation, Adventure, Action",8.1,Kaito Ishikawa,Asami Seto,Billy Kametz,Erica Mendez,6272,2018,,,TV-14
1741,Godfather of Harlem,15+,55,"Drama, Crime",8.0,Forest Whitaker,Lucy Fry,Nigel Thatch,Ilfenesh Hadera,6272,2019,,,16
1742,Dublin Murders,NA,60,"Mystery, Drama, Crime",7.1,Sarah Greene,Killian Scott,Michael D'Arcy,Eugene O'Hare,6271,2019,,,16
1743,Run,NA,1h 38m,"Romance, Thriller, Comedy",6.2,Merritt Wever,Domhnall Gleeson,Rich Sommer,Archie Panjabi,6266,2020,2020.0,1.0,12
1744,The Comeback,NA,30,Comedy,8.0,Lisa Kudrow,Lance Barber,Robert Michael Morris,Laura Silverman,6256,2005,2014.0,10.0,AL
1745,Agatha Christie's Marple,12+,93,"Mystery, Drama, Crime",7.8,Geraldine McEwan,Julia McKenzie,Stephen Churchett,Isabella Parriss,6255,2004,2013.0,10.0,9
1746,Trophy Wife,NA,30,Comedy,6.9,Malin Akerman,Bradley Whitford,Michaela Watkins,Natalie Morales,6248,2013,2014.0,2.0,TV-PG
1747,Tash ma Tash,NA,25,"Drama, Comedy",8.8,Abdullah Al-Sadhan,Nasser Al Qasabi,Abdullah Al Sinani,Fahad Olayan,6241,1992,2011.0,20.0,NA
1748,In the Dark,13,42,"Drama, Crime, Comedy",7.5,Perry Mattfeld,Rich Sommer,Brooke Markham,Morgan Krantz,6238,2019,,,12
1749,Gullak,12+,24,"Family, Drama, Comedy",9.1,Jameel Khan,Geetanjali Kulkarni,Vaibhav Raj Gupta,Harsh Mayar,6233,2019,,,NA
1750,Adam Ruins Everything,NA,30,"History, Animation, Comedy",8.0,Adam Conover,Adam Lustick,Emily Axford,Amos Vernon,6230,2015,,,TV-14
1751,The Late Late Show with James Corden,NA,60,"Talk-Show, Comedy",6.1,James Corden,Reggie Watts,Louis Waymouth,Harry Styles,6220,2015,,,TV-14
1752,Kono subarashii sekai ni shukufuku o!,16,24,"Animation, Adventure, Comedy",7.8,Jun Fukushima,Sora Amamiya,Rie Takahashi,Ai Kayano,6212,2016,2017.0,2.0,TV-14
1753,Beauty and the Beast,NA,60,"Fantasy, Drama, Crime",7.0,Ron Perlman,Roy Dotrice,Jay Acovone,Linda Hamilton,6208,1987,1990.0,4.0,12
1754,Dickinson,A,30,"Biography, Drama, Comedy",7.3,Hailee Steinfeld,Adrian Enscoe,Anna Baryshnikov,Jane Krakowski,6204,2019,,,NA
1755,Saving Hope,NA,43,"Fantasy, Drama",7.5,Erica Durance,Michael Shanks,Benjamin Ayres,Julia Chan,6198,2012,2017.0,6.0,12
1756,Due South,NA,46,"Adventure, Crime, Comedy",8.0,Paul Gross,Beau Starr,Tony Craig,David Marciano,6192,1994,1999.0,6.0,TV-PG
1757,Beforeigners,NA,45,"Drama, Crime, Sci-Fi",7.8,Nicolai Cleve Broch,Krista Kosonen,Ágústa Eva Erlendsdóttir,Stig R. Amdam,6189,2019,,,TV-14
1758,Powers,NA,42,"Drama, Crime, Action",6.7,Sharlto Copley,Susan Heyward,Noah Taylor,Eddie Izzard,6174,2015,2016.0,2.0,NA
1759,Love/Hate,NA,51,"Drama, Crime",8.5,Tom Vaughan-Lawlor,Killian Scott,Aoibhinn McGinnity,Charlie Murphy,6167,2010,2014.0,5.0,16
1760,The Thin Blue Line,NA,30,"Crime, Comedy",7.5,Rowan Atkinson,Mina Anwar,James Dreyfus,Serena Evans,6166,1995,1996.0,2.0,NA
1761,Relic Hunter,NA,60,"Fantasy, Adventure, Mystery",6.6,Tia Carrere,Christien Anholt,Lindy Booth,Tanja Reichert,6159,1999,2002.0,4.0,TV-14
1762,Crashing,NA,30,"Drama, Comedy",7.5,Pete Holmes,George Basil,Jamie Lee,Artie Lange,6158,2017,2019.0,3.0,16
1763,Emergence,NA,43,"Mystery, Drama, Sci-Fi",7.2,Allison Tolman,Alexa Swinton,Owain Yeoman,Ashley Aufderheide,6155,2019,2020.0,2.0,12
1764,Survivorman,NA,44,"Documentary, Adventure",8.2,Les Stroud,Todd Standing,Logan Stroud,Sam Omik,6155,2004,,,TV-14
1765,Fate/stay night: Unlimited Blade Works,16,24,"Fantasy, Animation, Action",8.0,Mela Lee,Bryce Papenbrook,Noriaki Sugiyama,Kana Ueda,6137,2014,2015.0,2.0,TV-14
1766,Yalan Dünya,NA,190,Comedy,7.1,Gülse Birsel,Altan Erkekli,Füsun Demirel,Olgun Simsek,6134,2012,2014.0,3.0,NA
1767,Space Ghost Coast to Coast,NA,15,"Animation, Comedy, Sci-Fi",7.9,George Lowe,C. Martin Croker,Andy Merrill,Don Kennedy,6133,1993,2011.0,19.0,NA
1768,Jeopardy!,NA,30,Game-Show,8.2,Alex Trebek,Johnny Gilbert,Jimmy McGuire,Sarah Whitcomb Foss,6130,1984,,,TV-G
1769,Friends with Better Lives,NA,22,Comedy,7.0,James Van Der Beek,Majandra Delfino,Zoe Lister-Jones,Brooklyn Decker,6128,2014,2014.0,1.0,TV-14
1770,Still Game,NA,30,Comedy,8.8,Ford Kiernan,Greg Hemphill,Paul Riley,Gavin Mitchell,6112,2002,2019.0,18.0,TV-14
1771,Little Britain USA,NA,30,Comedy,7.6,Matt Lucas,David Walliams,Tom Baker,Brett Gentile,6106,2008,2008.0,1.0,12
1772,Not Going Out,NA,30,Comedy,7.6,Lee Mack,Sally Bretton,Katy Wix,Tim Vine,6106,2006,,,TV-MA
1773,Days of Our Lives,NA,60,"Romance, Drama",5.1,Frances Reid,Deidre Hall,John Clarke,John Aniston,6101,1965,,,TV-14
1774,All American,NA,45,"Sport, Drama",7.7,Daniel Ezra,Samantha Logan,Michael Evans Behling,Taye Diggs,6098,2018,,,TV-14
1775,Itaewon Keullasseu,16,70,"Romance, Drama",8.2,Park Seo-Joon,Kim Da-Mi,Yoo Jae-Myung,Nara,6092,2020,2020.0,1.0,12
1776,The Hot Zone,NA,277,"Drama, Thriller, Sci-Fi",7.3,Julianna Margulies,Noah Emmerich,Topher Grace,Liam Cunningham,6087,2019,2019.0,1.0,12
1777,The Increasingly Poor Decisions of Todd Margaret,NA,25,Comedy,7.6,Sharon Horgan,Will Arnett,David Cross,Blake Harrison,6086,2009,2016.0,8.0,TV-MA
1778,The Letter for the King,13,9.0,"Family, Adventure, Action",5.9,Amir Wilson,Ruby Ashbourne Serkis,Thaddea Graham,Islam Bouakkaz,6085,2020,,,9
1779,Face Off,NA,44,"Reality-TV, Game-Show",8.2,McKenzie Westmore,Glenn Hetrick,Ve Neill,Michael Westmore,6079,2011,2018.0,8.0,16
1780,Popular,NA,60,"Romance, Drama, Comedy",7.3,Leslie Bibb,Carly Pope,Tamara Mello,Christopher Gorham,6079,1999,2001.0,3.0,TV-14
1781,"Knowing Me, Knowing You with Alan Partridge",NA,45,Comedy,8.2,Steve Coogan,Rebecca Front,Patrick Marber,Steve Brown,6076,1994,1995.0,2.0,TV-14
1782,Hunter x Hunter,13,23,"Animation, Adventure, Action",8.6,Hozumi Gôda,Yuki Kaida,Junko Takeuchi,Annika Odegard,6069,1999,2001.0,3.0,TV-14
1783,Äkta människor,NA,60,"Drama, Thriller, Sci-Fi",7.9,Lisette Pagler,Pia Halvorsen,Johan Paulsen,Natalie Minnevik,6068,2012,2014.0,3.0,12
1784,Borgia,NA,52,"Biography, Drama, History",7.8,Mark Ryder,Isolda Dychauk,Diarmuid Noyes,John Doman,6066,2011,2014.0,4.0,16
1785,The Detour,NA,30,"Adventure, Comedy",7.8,Jason Jones,Natalie Zea,Ashley Gerasimovich,Liam Carroll,6063,2016,2019.0,4.0,TV-MA
1786,PEN15,NA,30,Comedy,8.0,Maya Erskine,Anna Konkle,Melora Walters,Dylan Gage,6062,2019,,,AL
1787,Grandfathered,NA,22,Comedy,6.9,John Stamos,Paget Brewster,Josh Peck,Christina Milian,6060,2015,2016.0,2.0,TV-14
1788,Der Tatortreiniger,NA,26,"Crime, Comedy",8.5,Bjarne Mädel,Peer Martiny,Jörg Pose,Jule Böwe,6055,2011,2018.0,8.0,NA
1789,Corner Gas,NA,30,Comedy,8.0,Brent Butt,Gabrielle Miller,Fred Ewanuick,Eric Peterson,6043,2004,2009.0,6.0,TV-14
1790,A.N.T. Farm,NA,30,"Family, Drama, Comedy",5.0,China Anne McClain,Sierra McCormick,Jake Short,Stefanie Scott,6040,2011,2014.0,4.0,TV-G
1791,Kimbiseoga wae geureolkka,16,60,"Mystery, Romance, Comedy",8.1,Park Min-Young,Park Seo-Joon,Lee Tae-Hwan,Kim Byeong-Ok,6038,2018,2018.0,1.0,TV-G
1792,LazyTown,NA,30,"Family, Adventure, Comedy",5.9,Magnús Scheving,Stefán Karl Stefánsson,Julianna Rose Mauriello,Julie Westwood,6038,2002,2014.0,13.0,TV-Y
1793,The Facts of Life,NA,30,"Family, Comedy",6.8,Lisa Whelchel,Kim Fields,Mindy Cohn,Nancy McKeon,6036,1979,1988.0,10.0,TV-PG
1794,The Moaning of Life,NA,44,"Reality-TV, Adventure, Comedy",8.1,Karl Pilkington,John Montgomery,Richard Yee,Aaron Mann,6035,2013,2015.0,3.0,TV-14
1795,Ridiculousness,NA,30,"Reality-TV, Comedy",6.4,Rob Dyrdek,Chanel West Coast,Sterling Brim,Brendan Schaub,6035,2011,,,TV-14
1796,Dark Tourist,NA,40,Documentary,7.6,David Farrier,Robin Brown,Dan Bulter,Daley Catherine,6032,2018,2018.0,1.0,TV-MA
1797,Sick Note,18,30,"Crime, Comedy",6.8,Rupert Grint,Nick Frost,Pippa Bennett-Warner,Marama Corlett,6028,2017,2018.0,2.0,12
1798,Manhattan Love Story,NA,30,Comedy,7.0,Analeigh Tipton,Jake McDorman,Nicolas Wright,Jade Catta-Preta,6023,2014,2014.0,1.0,PG-13
1799,Trust,NA,60,"Biography, Drama, Crime",7.6,Harris Dickinson,Donald Sutherland,Hilary Swank,Luca Marinelli,6015,2018,2018.0,1.0,NA
1800,Mahabharat,12+,20,"Drama, War",8.8,Saurabh Jain,Shaheer Sheikh,Pooja Sharma,Arav Chowdharry,6015,2013,2014.0,2.0,TV-14
1801,Last Chance U,18,55,"Sport, Documentary",8.5,Ron Ollie,John III Franklin,Buddy Stephens,Brittany Wagner,6012,2016,2020.0,5.0,12
1802,Solsidan,NA,22,"Drama, Comedy",8.1,Felix Herngren,Mia Skäringer,Johan Rheborg,Josephine Bornebusch,6010,2010,,,NA
1803,The Muppets.,NA,21,"Family, Comedy",7.4,Dave Goelz,Eric Jacobson,Bill Barretta,Peter Linz,6004,2015,2016.0,2.0,6
1804,The Blacklist: Redemption,NA,43,"Drama, Crime, Action",7.1,Famke Janssen,Ryan Eggold,Edi Gathegi,Tawny Cypress,6002,2017,2017.0,1.0,TV-14
1805,Alta mar,18,50,"Mystery, Drama, Crime",6.8,Ivana Baquero,Jon Kortajarena,Alejandra Onieva,Eloy Azorín,5988,2019,2020.0,2.0,16
1806,Sledge Hammer!,NA,30,"Comedy, Action",8.2,David Rasche,Anne-Marie Martin,Harrison Page,Leslie Morris,5987,1986,1988.0,3.0,NA
1807,Wacky Races,NA,30,"Family, Animation, Comedy",7.5,Daws Butler,Don Messick,John Stephenson,Janet Waldo,5984,1968,1970.0,3.0,AL
1808,Star Trek,NA,30,"Animation, Adventure, Action",7.4,William Shatner,Leonard Nimoy,DeForest Kelley,George Takei,5976,1973,1975.0,3.0,6
1809,People of Earth,NA,30,"Mystery, Comedy, Sci-Fi",7.7,Wyatt Cenac,Luka Jones,Alice Wetterlund,Michael Cassidy,5969,2016,2017.0,2.0,TV-MA
1810,Truth Be Told,A,45,"Drama, Thriller, Crime",7.1,Octavia Spencer,Rico E. Anderson,Lizzy Caplan,Michael Beach,5967,2019,,,12
1811,Sleeper Cell,NA,60,"Drama, Thriller, Crime",8.0,Michael Ealy,Oded Fehr,Henri Lubatti,Melissa Sagemiller,5960,2005,2006.0,2.0,TV-MA
1812,Queer as Folk,NA,48,Drama,8.2,Aidan Gillen,Craig Kelly,Charlie Hunnam,Denise Black,5952,1999,2000.0,2.0,16
1813,Special,18,15,"Drama, Comedy",7.6,Ryan O'Connell,Jessica Hecht,Punam Patel,Marla Mindelle,5951,2019,,,12
1814,Home Before Dark,UA,45,"Mystery, Drama, Crime",7.5,Jim Sturgess,Brooklynn Prince,Abby Miller,Kylie Rogers,5951,2020,,,9
1815,Common Law,NA,43,"Crime, Comedy",7.9,Michael Ealy,Warren Kole,Sonya Walger,Jack McGee,5951,2012,2012.0,1.0,12
1816,Gang Related,NA,46,"Drama, Crime, Action",7.6,Ramon Rodriguez,Jay Hernandez,RZA,Sung Kang,5949,2014,2014.0,1.0,NA
1817,Coach,NA,30,"Sport, Comedy",6.9,Craig T. Nelson,Jerry Van Dyke,Bill Fagerbakke,Shelley Fabares,5941,1989,1997.0,9.0,TV-PG
1818,Silent Witness,NA,120,"Mystery, Drama, Crime",7.8,Emilia Fox,William Gaminara,Tom Ward,David Caves,5933,1996,,,12
1819,Hilleo,13,60,"Comedy, Crime, Action",8.5,Ji Chang-Wook,Park Min-Young,Tae-mi,Jeong Gyu-Su,5930,2014,2015.0,2.0,TV-14
1820,Inspector George Gently,NA,89,"Mystery, Drama, Crime",8.0,Martin Shaw,Lee Ingleby,Simon Hubbard,Lisa McGrillis,5929,2007,2017.0,11.0,12
1821,APB,NA,43,"Drama, Crime",6.9,Justin Kirk,Natalie Martinez,Taylor Handley,Caitlin Stasey,5928,2016,2017.0,2.0,12
1822,American Odyssey,NA,60,"Drama, Thriller, Action",7.3,Anna Friel,Peter Facinelli,Jake Robinson,Omar Ghazaoui,5928,2015,2015.0,1.0,TV-14
1823,High,18,35,"Drama, Thriller, Crime",8.2,Akshay Oberoi,Ranvir Shorey,Mrinmayee Godbole,Shweta Basu Prasad,5920,2020,,,16
1824,A Little Late with Lilly Singh,NA,30,"Talk-Show, Comedy",1.6,Lilly Singh,Rainn Wilson,Alison Sieke,Adam Rippon,5918,2019,,,TV-14
1825,RuPaul's Drag Race All Stars,NA,60,"Reality-TV, Game-Show",8.5,RuPaul,Michelle Visage,Carson Kressley,Ross Mathews,5915,2012,,,6
1826,How the Universe Works,NA,60,Documentary,8.9,Phil Plait,Michelle Thaller,Mike Rowe,Hakeem Oluseyi,5914,2010,,,AL
1827,Good Times,NA,30,Comedy,7.3,Ja'net DuBois,Ralph Carter,BernNadette Stanis,Jimmie Walker,5914,1974,1979.0,6.0,TV-PG
1828,'Til Death,NA,21,"Romance, Comedy",6.5,Brad Garrett,Joely Fisher,Kat Foster,Eddie Kaye Thomas,5910,2006,2010.0,5.0,AL
1829,Full Frontal with Samantha Bee,NA,21,"Talk-Show, News, Comedy",5.7,Samantha Bee,Allana Harkin,Mike Rubens,Ashley Nicole Black,5907,2016,,,TV-MA
1830,Soap,NA,30,"Romance, Drama, Comedy",8.2,Katherine Helmond,Rod Roddy,Richard Mulligan,Cathryn Damon,5905,1977,1981.0,5.0,TV-14
1831,The Woody Woodpecker Show,NA,30,"Family, Animation, Comedy",7.0,Grace Stafford,Daws Butler,Johnny Coons,Homer Brightman,5895,1957,,,TV-G
1832,Overlord,18,30,"Animation, Adventure, Action",7.8,Satoshi Hino,Chris Guerrero,Elizabeth Maxwell,Yumi Hara,5891,2015,,,16
1833,Green Lantern: The Animated Series,NA,25,"Animation, Adventure, Action",8.0,Josh Keaton,Kevin Michael Richardson,Jason Spisak,Grey Griffin,5883,2011,2013.0,3.0,TV-PG
1834,Julie and the Phantoms,13,6.0,"Fantasy, Family, Comedy",8.4,Madison Reyes,Charlie Gillespie,Owen Joyner,Jeremy Shada,5883,2020,,,6
1835,Kyaputen Tsubasa,NA,30,"Animation, Drama, Family",8.0,Arihiro Hase,Kôichi Hashimoto,Akari Hibino,Ken'yû Horiuchi,5858,1983,1995.0,13.0,TV-PG
1836,The Life & Times of Tim,NA,900,"Animation, Comedy",8.1,Steve Dildarian,M.J. Otto,Nick Kroll,Matt Johnson,5847,2008,2012.0,5.0,12
1837,Roman Empire,18,48,"Biography, Documentary, Drama",6.9,Aaron Irvin,Corey Brennan,Jerry Toner,Steve West,5839,2016,,,16
1838,The Soup,NA,25,Comedy,8.2,Joel McHale,Kelly Levy,Anndi McAfee,Lou the Chihuahua,5835,2004,2020.0,17.0,TV-14
1839,Pingu,NA,5,"Short, Animation, Comedy",7.4,Carlo Bonomi,David Sant,Marcello Magni,NA,5826,1980,2006.0,27.0,AL
1840,Harry's Law,NA,43,"Drama, Crime, Comedy",7.3,Kathy Bates,Nate Corddry,Christopher McDonald,Karen Olivo,5808,2011,2012.0,2.0,NA
1841,Fatmagül'ün Suçu Ne?,NA,90,"Romance, Drama",5.6,Beren Saat,Engin Akyürek,Firat Çelik,Murat Daltaban,5800,2010,2012.0,3.0,TV-14
1842,DCI Banks,NA,45,"Mystery, Drama, Crime",7.6,Stephen Tompkinson,Jack Deam,Andrea Lowe,Caroline Catz,5798,2010,2016.0,7.0,12
1843,Dejimon Adobenchâ,NA,30,"Animation, Adventure, Action",7.9,Hiroaki Hirata,Toshiko Fujita,Chika Sakamoto,Yûko Mizutani,5795,1999,2000.0,2.0,AL
1844,Get Shorty,NA,60,"Crime, Comedy",8.2,Chris O'Dowd,Ray Romano,Sean Bridgers,Carolyn Dodd,5793,2017,,,12
1845,Green Acres,NA,30,"Family, Comedy",7.2,Eddie Albert,Eva Gabor,Tom Lester,Pat Buttram,5792,1965,1971.0,7.0,TV-G
1846,Sirens,NA,22,"Romance, Family, Comedy",7.8,Michael Mosley,Kevin Daniels,Kevin Bigley,Jessica McNamee,5789,2014,2015.0,2.0,R
1847,Beastars,UA,22,"Animation, Drama, Crime",7.8,Chikahiro Kobayashi,Yuki Ono,Sayaka Senbongi,Fukushi Ochiai,5782,2019,,,9
1848,House of Payne,NA,30,"Family, Drama, Comedy",3.5,LaVan Davis,Cassi Davis,Allen Payne,Lance Gross,5781,2006,,,TV-PG
1849,Rush,NA,44,"Drama, Action",7.7,Tom Ellis,Larenz Tate,Sarah Habel,Rick Gonzalez,5773,2014,2014.0,1.0,12
1850,Top Gear USA,NA,45,Documentary,5.4,Tanner Foust,Adam Ferrara,Rutledge Wood,Eric A. Stromer,5767,2008,,,TV-PG
1851,Resident Alien,NA,44,"Mystery, Drama, Comedy",8.3,Alan Tudyk,Sara Tomko,Corey Reynolds,Alice Wetterlund,5757,2020,,,12
1852,The Enemy Within,NA,43,Drama,7.1,Jennifer Carpenter,Morris Chestnut,Raza Jaffrey,Kelli Garner,5757,2019,2019.0,1.0,TV-14
1853,Famous in Love,Not Rated,42,"Romance, Drama",6.9,Bella Thorne,Charlie DePew,Carter Jenkins,Georgie Flores,5756,2017,2018.0,2.0,TV-14
1854,Newhart,NA,30,Comedy,7.7,Bob Newhart,Mary Frann,Tom Poston,Julia Duffy,5752,1982,1990.0,9.0,TV-G
1855,The Waltons,NA,60,"Romance, Family, Drama",7.6,Jon Walmsley,Mary Beth McDonough,Eric Scott,Kami Cotler,5741,1972,1981.0,10.0,6
1856,Mr Inbetween,NA,30,"Drama, Crime",8.4,Scott Ryan,Chika Yasumura,Damon Herriman,Justin Rosniak,5740,2018,,,16
1857,State of Affairs,NA,45,"Drama, Thriller",6.4,Katherine Heigl,Alfre Woodard,Adam Kaufman,Sheila Vand,5730,2014,2015.0,2.0,TV-14
1858,The X Factor,NA,1.0,"Reality-TV, Music",5.1,Simon Cowell,Demi Lovato,L.A. Reid,Mario Lopez,5727,2011,2013.0,3.0,NA
1859,Le chalet,18,52,"Mystery, Drama, Thriller",7.0,Chloé Lambert,Philippe Dusseau,Blanche Veisberg,Eric Savin,5725,2017,2018.0,2.0,16
1860,Dance Moms,NA,42,Reality-TV,4.7,Abby Lee Miller,Nia Sioux,Holly Frazier,Kendall Vertes,5721,2011,,,AL
1861,N.H.K ni yôkoso!,NA,24.0,"Animation, Drama, Comedy",8.3,Yutaka Koizumi,Yui Makino,Michael C. Pizzuto,Greg Ayres,5713,2006,2006.0,1.0,TV-MA
1862,Hawaii Five-O,NA,60,"Mystery, Drama, Crime",7.3,Jack Lord,James MacArthur,Kam Fong,Herman Wedemeyer,5712,1968,1980.0,13.0,6
1863,A Different World,NA,60,Comedy,6.9,Lisa Bonet,Kadeem Hardison,Jasmine Guy,Darryl M. Bell,5704,1987,1993.0,7.0,TV-PG
1864,Jonas,NA,25,"Family, Comedy, Music",4.7,Kevin Jonas,Chelsea Kane,Nicole Gale Anderson,Joe Jonas,5702,2009,2010.0,2.0,NA
1865,Bose: Dead/Alive,18,20,"Biography, Mystery, History",8.8,Rajkummar Rao,Naveen Kasturia,Edward Sonnenblick,Anna Ador,5700,2017,2017.0,1.0,TV-MA
1866,Ikinci Bahar,NA,48,"Family, Drama, Comedy",8.6,Türkan Soray,Sener Sen,Nedim Saban,Güven Hokna,5692,1998,2001.0,4.0,TV-PG
1867,Shahrzad,NA,60,"Drama, Crime, History",8.1,Taraneh Alidoosti,Mostafa Zamani,Shahab Hosseini,Parinaz Izadyar,5683,2015,2018.0,4.0,NA
1868,Ghosted,NA,30,"Horror, Crime, Comedy",6.3,Adam Scott,Craig Robinson,Ally Walker,Adeel Akhtar,5681,2017,2017.0,1.0,NA
1869,One Foot in the Grave,NA,90,"Drama, Comedy",7.8,Richard Wilson,Annette Crosbie,Doreen Mantle,Owen Brenman,5672,1990,2001.0,12.0,TV-PG
1870,Judging Amy,NA,60,Drama,7.0,Amy Brenneman,Tyne Daly,Karle Warren,Richard T. Jones,5669,1999,2005.0,7.0,6
1871,As Told by Ginger,NA,30,"Animation, Drama, Comedy",6.9,Melissa Disney,Jeannie Elias,Tress MacNeille,Aspen Vincent,5658,2000,2009.0,10.0,TV-Y7
1872,I Think You Should Leave with Tim Robinson,NA,16,Comedy,7.7,Tim Robinson,Matt Knudsen,Sam Richardson,Matthew J Cates,5656,2019,,,12
1873,My Gym Partner's a Monkey,NA,22,"Short, Animation, Adventure",5.9,Tom Kenny,Nika Futterman,Grey Griffin,Rick Gomez,5655,2005,2008.0,4.0,6
1874,10 Things I Hate About You,NA,30,Comedy,7.3,Lindsey Shaw,Meaghan Martin,Ethan Peck,Nicholas Braun,5651,1999,2010.0,12.0,AL
1875,Dad's Army,NA,30,"Comedy, War",8.1,Arthur Lowe,John Le Mesurier,Clive Dunn,John Laurie,5651,1968,1977.0,10.0,AL
1876,How Not to Live Your Life,NA,28,Comedy,8.3,Dan Clark,David Armand,Leila Hoffman,Laura Haddock,5638,2007,2011.0,5.0,NA
1877,A to Z,NA,24,"Romance, Comedy",6.7,Ben Feldman,Cristin Milioti,Henry Zebrowski,Lenora Crichlow,5628,2014,2015.0,2.0,NA
1878,Check It Out! with Dr. Steve Brule,NA,11,"Talk-Show, Comedy",8.5,John C. Reilly,Carol Kraft,Doug Foster,Scott Stewart,5625,2010,2017.0,8.0,TV-14
1879,Love & Anarchy,18,,"Romance, Drama, Comedy",7.4,Björn Mosten,Carla Sehn,Gizem Erdogan,Ida Engvoll,5618,2020,,,NA
1880,WWF SmackDown!,NA,120,"Sport, Action",7.3,Michael Coulthard,John Layfield,Glenn Jacobs,Paul Wight,5618,1999,,,TV-14
1881,Æon Flux,NA,30,"Animation, Adventure, Sci-Fi",7.8,Denise Poirier,John Rafter Lee,Julia Fletcher,Steffan Chirazi,5614,1991,1995.0,5.0,12
1882,Blood Drive,NA,60,"Comedy, Adventure, Action",7.3,Alan Ritchson,Christina Ochoa,Thomas Dominique,Marama Corlett,5607,2017,2017.0,1.0,TV-MA
1883,Tales from the Darkside,NA,30,"Fantasy, Drama, Comedy",7.5,Paul Sparer,Catherine Battistone,John Marzilli,Karen Shallo,5606,1983,1988.0,6.0,TV-14
1884,The Young and the Restless,NA,60,"Romance, Drama",5.1,Doug Davidson,Eric Braeden,Peter Bergman,Joshua Morrow,5602,1973,,,AL
1885,Cracker,NA,100,"Mystery, Drama, Crime",8.4,Robbie Coltrane,Geraldine Somerville,Kieran O'Brien,Barbara Flynn,5601,1993,1996.0,4.0,TV-MA
1886,The Hard Times of RJ Berger,NA,30,Comedy,7.4,Paul Iacono,Jareb Dauplaise,Kara Taitz,Amber Lancaster,5594,2010,,,6
1887,Duckman: Private Dick/Family Man,NA,30,"Animation, Adventure, Comedy",7.7,Jason Alexander,Gregg Berger,Nancy Travis,Dweezil Zappa,5593,1994,1997.0,4.0,TV-PG
1888,Chasing Life,NA,60,"Romance, Family, Drama",7.8,Italia Ricci,Mary Page Keller,Richard Brancatisano,Haley Ramm,5584,2014,2015.0,2.0,TV-14
1889,Low Winter Sun,NA,43,"Drama, Crime",7.0,Mark Strong,Lennie James,James Ransone,Sprague Grayden,5584,2013,2013.0,1.0,12
1890,Jujutsu Kaisen,NA,24,"Animation, Adventure, Action",8.7,Junya Enoki,Yûichi Nakamura,Asami Seto,Yuma Uchida,5580,2020,,,TV-MA
1891,Gary Unmarried,NA,30,Comedy,6.7,Jay Mohr,Paula Marshall,Ryan Malgarini,Kathryn Newton,5572,2008,2010.0,3.0,AL
1892,Sikeurit Gadeun,13,60,"Fantasy, Drama, Comedy",8.2,Ha Ji-Won,Hyun Bin,Yoon Sang-Hyun,Sa-rang Kim,5560,2010,2011.0,2.0,NA
1893,The Outpost,NA,44,"Adventure, Drama, Action",6.1,Jessica Green,Jake Stormoen,Anand Desai-Barochia,Imogen Waterhouse,5557,2018,,,16
1894,Phoenix Nights,NA,25,Comedy,8.5,Peter Kay,Dave Spikey,Justin Moorhouse,Paddy McGuinness,5555,2001,2002.0,2.0,NA
